domain,chord_IP,chord_time,reg_IP,reg_time,eq,code,url
cityofithaca.org,208.90.189.82,1109,208.90.189.82,308.902894,1,200,https://cityofithaca.org
millercenter.org,52.87.65.167,1086,52.87.65.167,316.346635,1,200,https://millercenter.org
translink.ca,13.71.170.128,1625,13.71.170.128,104.84741,1,200,https://translink.ca
thehomeedit.com,23.227.38.65,1228,23.227.38.65,121.6382,1,200,https://thehomeedit.com
9086852.fls.doubleclick.net,142.250.186.70,1099,142.250.70.38,68.419359,0,404,https://9086852.fls.doubleclick.net
cf.ac.uk,43.245.41.26,1121,43.245.41.26,319.142929,1,200,https://cf.ac.uk
trentrichardson.com,207.244.116.232,3387,207.244.116.232,317.144347,1,200,https://trentrichardson.com
cakecentral.com,104.21.38.205,1172,172.67.138.83,71.058284,0,200,https://cakecentral.com
nationalgallery.ie,34.241.191.143,1213,34.241.191.143,74.058919,1,200,https://nationalgallery.ie
spicenews.com.au,192.0.66.80,1083,192.0.66.80,31.626884,1,200,https://spicenews.com.au
nutella.com,54.76.9.40,1093,54.217.72.147,9.735468,0,200,https://nutella.com
wvu.edu,75.2.40.207,1083,75.2.40.207,216.097005,1,200,https://wvu.edu
context.reverso.net,51.254.91.152,1088,51.254.91.152,75.061286,1,403,https://context.reverso.net
notcoming.com,68.178.246.5,1224,68.178.246.5,179.677884,1,200,https://notcoming.com
storycollider.org,198.185.159.145,1183,198.185.159.144,191.522114,0,200,https://storycollider.org
herbsutter.com,192.0.78.24,2766,192.0.78.25,61.692513,0,200,https://herbsutter.com
barbadoshappyhours.com,198.54.114.202,1107,198.54.114.202,77.918613,1,200,https://barbadoshappyhours.com
www2.mmu.ac.uk,54.216.214.82,1103,34.253.116.209,253.837674,0,403,https://www2.mmu.ac.uk
juniperresearch.com,192.124.249.169,419,192.124.249.169,219.908026,1,403,https://juniperresearch.com
delphix.com,147.75.40.150,1112,147.75.40.150,5.230842,1,200,https://delphix.com
coasttocoastam.com,151.101.130.193,1099,151.101.194.193,101.640403,0,200,https://coasttocoastam.com
navy.com,104.26.2.105_104.26.3.105_172.67.68.79_,1095,172.67.68.79,9.288014,1,403,https://navy.com
videogameschronicle.com,104.26.12.209_104.26.13.209_172.67.71.82_,1196,104.26.12.209,98.727133,1,200,https://videogameschronicle.com
jobs.net,54.204.159.80_52.201.45.50_,4013,18.213.235.180,60.680599,0,403,https://jobs.net
poweringpastcoal.org,141.193.213.11,1095,141.193.213.11,207.885279,1,403,https://poweringpastcoal.org
davidrevoy.com,213.186.33.87,1128,213.186.33.87,138.958977,1,200,https://davidrevoy.com
epguides.com,216.239.136.165,3345,216.239.136.165,101.296818,1,200,https://epguides.com
glossgenius.com,13.32.99.54,1231,18.172.64.121,5.483437,0,200,https://glossgenius.com
surveymonkey.de,108.138.26.89,1104,18.172.64.82,64.41724,0,200,https://surveymonkey.de
blogcatalog.com,15.197.148.33_3.33.130.190_,2709,3.33.130.190,159.981747,1,404,https://blogcatalog.com
owl.man.ac.uk,130.88.101.59,1136,130.88.101.59,573.284758,1,200,https://owl.man.ac.uk
hmbana.org,52.5.5.85,1093,52.5.5.85,445.113455,1,200,https://hmbana.org
thewest.com.au,52.222.236.28_52.222.236.114_52.222.236.52_,1083,108.159.80.111,33.524158,0,200,https://thewest.com.au
bosch-presse.de,139.15.251.212,1198,139.15.251.212,96.47919,1,200,https://bosch-presse.de
ednc.org,141.193.213.20,1613,141.193.213.20,129.398716,1,403,https://ednc.org
threads.net,157.240.12.52_157.240.222.63_,3352,163.70.143.63,98.080579,0,200,https://threads.net
de.pons.com,49.12.134.205,4008,49.12.134.205,295.409137,1,200,https://de.pons.com
psycom.net,76.76.21.21,1078,76.76.21.21,64.90457,1,200,https://psycom.net
google.by,142.250.185.228,1101,142.250.183.68,59.342369,0,200,https://google.by
adcell.de,91.236.122.198,1080,91.236.122.198,187.944725,1,200,https://adcell.de
sellfy.com,104.22.52.94_104.22.53.94_172.67.31.49_,3978,172.67.31.49,67.320997,1,200,https://sellfy.com
oneblood.org,151.101.131.10,1068,151.101.195.10,63.808472,0,200,https://oneblood.org
aboutyou.de,104.18.19.202,2716,104.18.18.202,31.832349,0,200,https://aboutyou.de
ablogtowatch.com,104.21.35.111_172.67.218.229_,2710,172.67.218.229,8.959441,1,200,https://ablogtowatch.com
hairuwear.com,23.185.0.3,1107,23.185.0.3,310.52128,1,200,https://hairuwear.com
goupstate.com,146.75.118.62,1089,199.232.82.62,162.99373,0,200,https://goupstate.com
albacross.com,13.32.99.3_13.32.99.57_,1197,108.159.80.129,5.121739,0,200,https://albacross.com
11573758.fls.doubleclick.net,172.217.18.6_216.58.206.38_,1095,142.250.70.38,58.047671,0,404,https://11573758.fls.doubleclick.net
hg.org,172.66.43.143,1637,172.66.43.143,61.077288,1,403,https://hg.org
signalprocessingsociety.org,23.185.0.4,3387,23.185.0.4,301.761643,1,200,https://signalprocessingsociety.org
olacabs.com,18.245.31.8_18.245.31.127_,1059,108.159.61.100,5.305469,0,200,https://olacabs.com
rainforestcruises.com,104.26.2.79_104.26.3.79_172.67.75.96_,1190,104.26.2.79,102.103166,1,200,https://rainforestcruises.com
sovrn.com,141.193.213.10_141.193.213.11_,1109,141.193.213.11,155.758675,1,403,https://sovrn.com
bbg.org,104.26.7.189,1172,104.26.7.189,97.911925,1,200,https://bbg.org
nationsonline.org,104.26.9.44_172.67.69.226_,2742,104.26.9.44,73.26509,1,403,https://nationsonline.org
9853428.fls.doubleclick.net,172.217.18.6_216.58.206.38_,1104,142.250.70.38,66.194111,0,404,https://9853428.fls.doubleclick.net
plarium.com,104.18.17.253_104.18.14.253_,1113,104.18.14.253,7.766205,1,200,https://plarium.com
evilmadscientist.com,45.56.89.214,2675,45.56.89.214,272.718468,1,200,https://evilmadscientist.com
11364136.fls.doubleclick.net,216.58.206.38_172.217.18.6_,1106,142.250.70.38,57.880272,0,404,https://11364136.fls.doubleclick.net
eurekahedge.com,99.81.153.149,1186,99.81.153.149,185.78631,1,404,https://eurekahedge.com
lenster.xyz,104.21.55.184_172.67.172.30_,1207,172.67.172.30,37.485825,1,200,https://lenster.xyz
special.usps.com,3.161.82.69_3.161.82.96_3.161.82.64_,1111,13.226.2.11,240.445287,0,200,https://special.usps.com
demozoo.org,185.56.187.62,6069,185.56.187.62,231.416614,1,200,https://demozoo.org
srf.ch,89.106.200.1,1194,89.106.200.1,100.718657,1,200,https://srf.ch
wlf.louisiana.gov,18.214.209.94_35.171.222.71_,1106,35.171.222.71,522.761127,1,200,https://wlf.louisiana.gov
i.huffpost.com,151.101.194.114_151.101.66.114_151.101.130.114_,2702,151.101.154.114,101.826445,0,403,https://i.huffpost.com
federalreserve.gov,104.18.33.249,2687,104.18.33.249,5.698857,1,200,https://federalreserve.gov
bmbf.de,80.245.145.10,2469,80.245.145.10,367.438172,1,200,https://bmbf.de
screenshots.firefox.com,44.236.72.93_44.235.246.155_,1125,44.235.246.155,402.77184,1,200,https://screenshots.firefox.com
wpzoom.com,172.66.43.167_172.66.40.89_,1107,172.66.43.167,62.52402,1,200,https://wpzoom.com
rigzone.com,54.85.23.82,1084,3.235.211.70,100.856065,0,403,https://rigzone.com
riverfronttimes.com,172.67.69.6_104.26.3.53_,1210,172.67.69.6,68.709758,1,200,https://riverfronttimes.com
t.qq.com,0.0.0.1,2699,0.0.0.1,245.223373,1,error,
poynton.com,15.235.66.161,1102,15.235.66.161,320.85828,1,200,https://poynton.com
vcstar.com,146.75.114.62,2687,199.232.82.62,99.642721,0,200,https://vcstar.com
zenfolio.com,141.193.213.20,1084,141.193.213.20,173.38169,1,403,https://zenfolio.com
valais-wallis-digital.ch,192.33.221.226,1194,192.33.221.226,134.283422,1,404,https://valais-wallis-digital.ch
videezy.com,104.18.40.253_172.64.147.3_,1209,104.18.40.253,74.540773,1,200,https://videezy.com
burberryplc.com,212.58.42.47,1092,212.58.42.47,86.750716,1,403,https://burberryplc.com
slcairport.com,63.237.77.133,1183,63.237.77.133,230.991663,1,200,https://slcairport.com
forums.mozillazine.org,140.211.9.53,3371,140.211.9.53,508.06679,1,200,https://forums.mozillazine.org
visitcalifornia.com,192.124.249.155,1196,192.124.249.155,5.986908,1,200,https://visitcalifornia.com
photo.net,44.229.49.181_44.233.15.135_,1225,44.229.49.181,99.227439,1,200,https://photo.net
9627369.fls.doubleclick.net,142.250.186.70,1089,142.250.70.38,58.115281,0,404,https://9627369.fls.doubleclick.net
olark.com,34.96.127.16,1087,34.96.127.16,5.602689,1,200,https://olark.com
lapor.go.id,103.170.104.50,1112,103.170.104.50,525.888933,1,error,
digitaldaily.allthingsd.com,18.173.205.60_18.173.205.32_,1102,54.239.216.126,133.35617,0,200,https://digitaldaily.allthingsd.com
hoka.com,146.75.114.132_151.101.78.132_,2223,199.232.22.132,166.951432,0,429,https://hoka.com
hket.com,118.143.30.223,1212,118.143.30.223,65.247569,1,403,https://hket.com
annevankesteren.nl,64.111.127.240,1195,64.111.127.240,298.788536,1,200,https://annevankesteren.nl
8142816.fls.doubleclick.net,172.217.173.102_172.217.173.70_,1624,142.250.70.38,59.068121,0,404,https://8142816.fls.doubleclick.net
joinmastodon.org,151.101.65.91,1091,151.101.193.91,220.531737,0,200,https://joinmastodon.org
internacional.elpais.com,199.232.198.133_199.232.194.133_,2688,146.75.118.133,137.224082,0,200,https://internacional.elpais.com
clean.io,104.18.30.245_104.18.31.245_,2713,104.18.30.245,61.848443,1,200,https://clean.io
cepr.org,104.26.0.149_172.67.68.185_,1184,104.26.1.149,120.667343,0,200,https://cepr.org
idlewords.com,107.181.87.8,1451,107.181.87.8,5.994359,1,200,https://idlewords.com
aspiration.com,35.166.87.20_52.88.11.141_,1210,52.88.11.141,6.439548,1,200,https://aspiration.com
kikkerland.com,23.227.38.65,1088,23.227.38.65,65.295895,1,200,https://kikkerland.com
inpsyde.com,162.55.189.81,1086,162.55.189.81,122.543627,1,200,https://inpsyde.com
youradchoices.ca,198.185.159.144_198.185.159.145_,1113,198.185.159.144,62.48261,1,200,https://youradchoices.ca
oprahmag.com,151.101.64.155_151.101.192.155_151.101.0.155_,1196,151.101.128.155,99.73304,0,200,https://oprahmag.com
stolaf.edu,199.91.183.19,1114,199.91.183.19,272.646905,1,200,https://stolaf.edu
theesa.com,104.21.81.141_172.67.189.161_,1193,172.67.189.161,62.925836,1,403,https://theesa.com
aviationlogbook.eu,54.186.219.25,1614,54.186.219.25,61.007435,1,200,https://aviationlogbook.eu
joe-m02.blogspot.com,142.250.186.65,1102,216.58.203.1,137.67788,0,200,https://joe-m02.blogspot.com
pyronaur.com,76.76.21.21,2462,76.76.21.21,68.600729,1,200,https://pyronaur.com
uscourts.gov,23.67.138.253,1180,104.120.69.108,39.4921,0,200,https://uscourts.gov
aaa.si.edu,160.111.244.150,425,160.111.244.150,341.554131,1,200,https://aaa.si.edu
10329013.fls.doubleclick.net,216.58.206.38,1047,142.250.70.38,58.119208,0,404,https://10329013.fls.doubleclick.net
judu.lt,104.26.13.231_104.26.12.231_,2450,172.67.72.32,157.140782,0,403,https://judu.lt
thebash.com,54.172.164.234,1449,34.199.164.19,130.530099,0,403,https://thebash.com
stylemepretty.com,50.19.87.80,2722,50.19.87.80,66.578272,1,200,https://stylemepretty.com
nflpa.com,40.70.147.7,1068,40.70.147.7,10.153763,1,200,https://nflpa.com
madisonavenuecouture.com,23.227.38.32,1082,23.227.38.32,119.934303,1,200,https://madisonavenuecouture.com
walksofitaly.com,104.26.7.219,1113,104.26.7.219,71.846943,1,200,https://walksofitaly.com
nonno.hpplus.jp,54.178.0.159_18.182.251.151_,2467,52.199.155.98,23.210844,0,200,https://nonno.hpplus.jp
9215186.fls.doubleclick.net,172.217.25.166_142.250.207.102_,2702,142.250.70.38,63.827935,0,404,https://9215186.fls.doubleclick.net
stlamerican.com,192.104.182.109_192.104.182.209_,2481,192.104.182.109,248.932315,1,200,https://stlamerican.com
9914006.fls.doubleclick.net,172.217.25.166,2665,142.250.70.38,63.090876,0,404,https://9914006.fls.doubleclick.net
andreszsogon.com,188.114.97.3,1075,172.67.137.12,63.756363,0,200,https://andreszsogon.com
kgw.com,54.68.182.72,1100,34.213.106.51,7.515755,0,200,https://kgw.com
8239368.fls.doubleclick.net,172.217.18.6_216.58.206.38_,1101,142.250.70.38,64.195144,0,404,https://8239368.fls.doubleclick.net
group.kadokawa.co.jp,183.177.42.142,1106,183.177.42.142,436.312135,1,200,https://group.kadokawa.co.jp
vanbanphapluat.co,172.67.196.84,3993,104.21.44.60,26.116488,0,200,https://vanbanphapluat.co
pages.cs.wisc.edu,128.105.7.9,2699,128.105.7.9,525.093313,1,200,https://pages.cs.wisc.edu
alljapantours.com,34.160.81.203_34.149.120.3_35.244.153.44_,3968,35.190.31.54,173.836262,0,200,https://alljapantours.com
blog.dropbox.com,18.67.145.110_18.67.145.46_,3331,18.67.195.111,4.77388,0,200,https://blog.dropbox.com
newcriterion.com,188.114.96.3_188.114.97.3_,1097,172.67.208.58,100.354372,0,200,https://newcriterion.com
spl.org,156.74.248.70,1202,156.74.248.70,280.662281,1,200,https://spl.org
poloniex.com,104.17.97.83_104.17.101.83_104.17.99.83_,3388,104.17.98.83,2.635667,0,200,https://poloniex.com
nykaa.com,143.204.215.116_143.204.215.13_143.204.215.4_,1103,108.158.46.40,4.721872,0,403,https://nykaa.com
reseau-canope.fr,194.254.145.8,1204,194.254.145.8,242.313546,1,200,https://reseau-canope.fr
electproject.org,66.96.149.32,4014,66.96.149.32,310.900722,1,200,https://electproject.org
ctmirror.org,192.0.78.146,1077,192.0.78.196,126.703084,0,200,https://ctmirror.org
en.wikipedia.com,185.15.59.226,1188,103.102.166.226,624.317166,0,200,https://en.wikipedia.com
mightynetworks.com,162.159.128.53,1097,162.159.128.53,100.170182,1,403,https://mightynetworks.com
podomatic.com,104.22.27.171_104.22.26.171_172.67.20.50_,1099,104.22.26.171,5.47544,1,200,https://podomatic.com
artfour.com,176.28.39.8,3989,176.28.39.8,155.130615,1,200,https://artfour.com
blog.marketo.com,104.18.192.233,2684,104.18.192.233,331.298514,1,error,
stadtentwicklung.berlin.de,141.15.4.17,419,141.15.4.17,124.223374,1,200,https://stadtentwicklung.berlin.de
9698897.fls.doubleclick.net,142.250.185.230,1204,142.250.70.38,135.488959,0,404,https://9698897.fls.doubleclick.net
demandbase.com,141.193.213.11,2703,141.193.213.10,2.927953,0,403,https://demandbase.com
sc.gov,18.245.60.63_18.245.60.38_18.245.60.73_,1090,13.226.2.71,69.263518,0,403,https://sc.gov
mid.ru,194.85.30.210,1107,194.85.30.210,994.899801,1,error,
hauteroute.org,104.18.1.194,1075,104.18.0.194,62.671099,0,403,https://hauteroute.org
11384415.fls.doubleclick.net,172.217.18.6_216.58.206.38_,1090,142.250.70.38,57.621472,0,404,https://11384415.fls.doubleclick.net
phrack.org,194.150.169.131,1201,194.150.169.131,288.988717,1,200,http://phrack.org
glamourbuff.com,3.122.152.250_3.69.213.60_,1108,43.205.161.2,62.622836,0,200,https://glamourbuff.com
jamsadr.com,3.220.214.71_3.220.212.11_,1203,3.219.78.25,129.213048,0,200,https://jamsadr.com
professionalsupport.dolby.com,161.71.146.9_161.71.146.12_,2706,161.71.144.13,92.677432,0,200,https://professionalsupport.dolby.com
tobaccocontrol.bmj.com,104.18.32.115_172.64.155.141_,1198,104.18.32.115,105.862736,1,200,https://tobaccocontrol.bmj.com
antwerpen.be,212.123.20.183,1178,212.123.20.183,185.243928,1,200,https://antwerpen.be
safaribooksonline.com,35.247.101.175,3973,35.247.101.175,188.15565,1,200,https://safaribooksonline.com
on.ft.com,67.199.248.13,1092,67.199.248.12,6.01626,0,200,https://on.ft.com
cser.org,138.68.174.151,4015,138.68.174.151,205.379292,1,400,https://cser.org
detroit.cbslocal.com,146.75.41.188_151.101.41.188_,2699,151.101.61.188,159.315836,0,200,https://detroit.cbslocal.com
dailyiowan.com,104.21.36.76_172.67.190.98_,1222,104.21.36.76,127.120377,1,200,https://dailyiowan.com
world.casio.com,52.222.214.48_52.222.214.9_,1112,18.172.78.74,8.598066,0,200,https://world.casio.com
11265925.fls.doubleclick.net,172.217.18.6_216.58.206.38_,1109,142.250.70.38,60.169865,0,404,https://11265925.fls.doubleclick.net
edmworldmagazine.com,167.99.2.201,1203,167.99.2.201,67.864846,1,200,https://edmworldmagazine.com
bittornado.com,23.237.152.122,1217,23.237.152.122,126.759521,1,200,http://bittornado.com
datacite.org,35.207.156.138,1101,35.207.156.138,125.356291,1,200,https://datacite.org
bueltge.de,85.13.131.105,1077,85.13.131.105,267.299467,1,200,https://bueltge.de
amazon.jp,76.223.74.114_13.248.223.21_,1102,13.248.223.21,140.963927,1,200,https://amazon.jp
dativa.com,103.168.172.37_103.168.172.52_,4017,103.168.172.37,244.567501,1,404,https://dativa.com
meijer.com,204.74.167.99,1102,204.74.167.99,23.729502,1,error,
reviewed.com,52.1.230.221,1196,52.1.230.221,125.092217,1,200,https://reviewed.com
webex.com,144.196.130.69,1070,144.196.130.69,2.285003,1,200,https://webex.com
uiwjs.github.io,185.199.110.153_185.199.111.153_,2738,185.199.110.153,3.472806,1,200,https://uiwjs.github.io
scottaaronson.com,173.254.32.97,1102,173.254.32.97,106.200744,1,406,https://scottaaronson.com
11585009.fls.doubleclick.net,172.217.18.6,1195,142.250.70.38,59.021657,0,404,https://11585009.fls.doubleclick.net
motorbiscuit.com,192.0.66.205,1192,192.0.66.205,2.577448,1,200,https://motorbiscuit.com
securecoding.cert.org,147.72.252.206,1128,147.72.252.206,1183.039967,1,200,https://securecoding.cert.org
kitaboo.com,18.66.112.84,1197,18.239.111.41,100.658471,0,200,https://kitaboo.com
data.gov,18.165.122.48_18.165.122.126_,2697,13.226.2.129,10.892759,0,200,https://data.gov
10779188.fls.doubleclick.net,172.217.25.166_142.250.207.102_,2684,142.250.70.38,133.537718,0,404,https://10779188.fls.doubleclick.net
blackboard.com,20.85.72.68,1627,20.85.72.68,4.663457,1,200,https://blackboard.com
nasw.org,108.160.159.163,1217,108.160.159.163,164.546773,1,200,https://nasw.org
9781933.fls.doubleclick.net,142.251.132.38,3376,142.250.70.38,60.453042,0,404,https://9781933.fls.doubleclick.net
createdby-diane.com,188.114.97.3_188.114.96.3_,1215,172.67.157.243,100.956382,0,200,https://createdby-diane.com
begeek.fr,104.26.0.60,3325,104.26.1.60,7.485179,0,200,https://begeek.fr
visittuscany.com,159.213.236.27,1194,159.213.236.27,8.405701,1,200,https://visittuscany.com
yvr.ca,13.93.220.109,1058,13.93.220.109,225.998904,1,403,https://yvr.ca
pinegrow.com,35.156.224.161,1114,13.251.96.10,208.343765,0,200,https://pinegrow.com
senado.es,23.219.170.38,2686,23.212.254.98,244.928353,0,200,https://senado.es
popsugar.com,18.245.31.39,1127,18.172.78.122,65.490284,0,200,https://popsugar.com
gears.google.com,142.250.181.238,1214,142.250.77.78,60.549075,0,200,https://gears.google.com
tech.gaeatimes.com,158.69.142.50,1201,158.69.142.50,119.917803,1,200,https://tech.gaeatimes.com
forum.abantecart.com,45.56.100.136,1215,45.56.100.136,55.733352,1,200,https://forum.abantecart.com
digitaldjpool.com,40.84.54.203,1086,40.84.54.203,61.911739,1,200,https://digitaldjpool.com
covvos.blogspot.fr,142.250.186.65,1107,216.58.203.1,61.022703,0,404,https://covvos.blogspot.fr
t4t5.github.io,185.199.111.153_185.199.109.153_,1089,185.199.110.153,3.369813,0,404,https://t4t5.github.io
auctollo.com,107.180.56.148,1096,107.180.56.148,58.200897,1,200,https://auctollo.com
red-gate.com,34.250.173.81,1114,34.250.173.81,3.207006,1,200,https://red-gate.com
sunnyday.mit.edu,18.18.34.18,1124,18.18.34.18,121.16626,1,200,http://sunnyday.mit.edu
gtfs.org,159.203.54.19,2722,159.203.54.19,60.791124,1,200,https://gtfs.org
care.org,23.185.0.2,1230,23.185.0.2,194.081583,1,200,https://care.org
4dayweek.com,198.185.159.145_198.49.23.145_,1059,198.185.159.144,64.269795,0,200,https://4dayweek.com
11603645.fls.doubleclick.net,142.250.186.70,1111,142.250.70.38,66.24411,0,404,https://11603645.fls.doubleclick.net
illinoisroute66.org,35.184.22.231,2467,35.184.22.231,180.87376,1,403,https://illinoisroute66.org
bulletphysics.org,216.239.36.21,5564,216.239.38.21,62.227183,0,200,https://bulletphysics.org
vodafone.com.tr,217.31.254.230,3997,217.31.254.230,297.169727,1,200,https://vodafone.com.tr
about.americanexpress.com,162.159.130.11_162.159.129.11_,3374,162.159.130.11,228.228141,1,403,https://about.americanexpress.com
focusireland.ie,192.124.249.189,1220,192.124.249.189,270.240959,1,403,https://focusireland.ie
hcl.harvard.edu,140.247.124.50,1103,140.247.124.50,28.086373,1,error,
rantanps.blogspot.fr,142.250.185.65,1201,216.58.203.1,58.038057,0,200,https://rantanps.blogspot.fr
elupton.com,205.178.189.131,4013,205.178.189.131,378.039149,1,200,http://elupton.com
checkers.com,34.74.228.201,1101,34.74.228.201,116.162308,1,403,https://checkers.com
masterofmalt.com,104.22.38.109_172.67.21.216_,3327,104.22.39.109,101.270131,0,403,https://masterofmalt.com
ringcentral.com,66.81.247.250_66.81.247.6_,1202,66.81.247.6,3.504536,1,200,https://ringcentral.com
lct.org,104.130.6.43,4008,104.130.6.43,322.31996,1,200,https://lct.org
rafflecopter.com,198.58.119.213,2243,198.58.119.213,128.358887,1,200,https://rafflecopter.com
newbooksnetwork.com,45.56.118.65,1082,45.56.118.65,397.518216,1,200,https://newbooksnetwork.com
wordpress.com,192.0.78.9,2648,192.0.78.17,2.610398,0,200,https://wordpress.com
tools.google.com,142.251.129.206_142.251.129.238_,6031,142.250.77.78,4.689414,0,200,https://tools.google.com
highstakesdb.com,54.217.34.182,2200,54.217.34.182,122.604246,1,200,https://highstakesdb.com
collections.ushmm.org,159.63.132.14,4024,159.63.132.14,156.239754,1,200,https://collections.ushmm.org
acko.com,104.18.11.59_104.18.10.59_,1105,104.18.10.59,4.745331,1,200,https://acko.com
glazman.org,173.236.193.188,1129,173.236.193.188,426.324127,1,200,https://glazman.org
sunlightsupply.com,172.67.179.227,1209,172.67.179.227,124.514747,1,403,https://sunlightsupply.com
footdrums.com,149.28.117.180,3377,149.28.117.180,120.99854,1,200,https://footdrums.com
blog.mycology.cornell.edu,34.199.202.106,4068,34.227.238.166,270.560657,0,200,https://blog.mycology.cornell.edu
xakep.ru,178.248.232.27,1110,178.248.232.27,2.52706,1,200,https://xakep.ru
noscript.net,5.249.152.12,1101,5.249.152.12,242.576847,1,200,https://noscript.net
blog.coinbase.com,172.64.152.241_104.18.35.15_,3330,104.18.35.15,5.032037,1,403,https://blog.coinbase.com
newtimes.ru,51.195.103.39,1211,51.195.103.39,162.168527,1,200,https://newtimes.ru
trimble.com,3.33.186.135,2189,15.197.167.90,2.94821,0,200,https://trimble.com
global.com,188.212.35.66,2710,188.212.35.66,180.773439,1,200,https://global.com
machauta.blogspot.fr,142.250.186.65,1102,216.58.203.1,91.86526,0,200,https://machauta.blogspot.fr
fieldmuseum.org,76.76.21.21,1091,76.76.21.21,119.107665,1,200,https://fieldmuseum.org
grastel.blogspot.com,142.250.185.65,1168,216.58.203.1,58.326064,0,404,https://grastel.blogspot.com
loudoun.gov,20.114.211.29,1113,20.114.211.29,82.564146,1,200,https://loudoun.gov
w3c-ccg.github.io,185.199.110.153_185.199.111.153_,440,185.199.110.153,3.373453,1,200,https://w3c-ccg.github.io
breadbutter.io,162.159.134.42,1205,162.159.134.42,127.857924,1,200,https://breadbutter.io
theleagueofmoveabletype.com,76.76.21.98_76.76.21.123_,1068,76.76.21.142,162.079823,0,200,https://theleagueofmoveabletype.com
slotmitosbet32.weebly.com,199.34.228.53,1105,199.34.228.54,4.818996,0,404,https://slotmitosbet32.weebly.com
rmarkdown.rstudio.com,18.139.194.139_52.74.166.77_,2709,13.228.199.255,167.106826,0,200,https://rmarkdown.rstudio.com
chronik-der-mauer.de,212.29.25.162,1092,212.29.25.162,144.987593,1,200,https://chronik-der-mauer.de
rsmcnewdelhi.imd.gov.in,103.215.208.140_null_,1200,103.215.208.140,26.63569,1,200,https://rsmcnewdelhi.imd.gov.in
healthyplace.com,18.66.112.32_18.66.112.34_,1209,18.239.142.52,66.777517,0,200,https://healthyplace.com
cms.law,104.20.186.112,1107,104.20.186.112,24.789671,1,403,https://cms.law
8843239.fls.doubleclick.net,142.250.186.70,1097,142.250.70.38,60.755,0,404,https://8843239.fls.doubleclick.net
phonearena.com,104.22.3.31,4023,104.22.3.31,62.153433,1,200,https://phonearena.com
